Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Grades,Stress_Level
5.189521271200488,3.1104787287995124,8.472925532685645,4.427074467314355,2.8,7.226026594434404,1
5.478000228380492,3.9,7.650799680267311,3.1931998629717047,3.778000228380492,7.0156000456760985,1
5.595632914450952,3.7365063315607614,7.077379748670571,3.1226202513294288,4.467860753988287,7.055475949734114,1
5.8974613644339655,0.20507727113206897,8.297461364433966,4.589845457735862,5.010154542264138,7.2,1
5.41561525973662,1.1468457792098572,6.762461038946476,4.6063084415802855,6.068769480526762,6.965646428579438,1
5.485208331345781,2.6147916686542194,9.41479166865422,0.3,6.18520833134578,7.09946528128912,1
5.46356957676406,0.6976771825730455,9.4,4.1046456348539095,4.334107605808985,7.42790946431574,1
5.594580801499303,2.58374240449791,9.194580801499303,3.5189671947524386,3.108128797751045,6.808670717601115,1
5.1,0.8668167028402304,7.34439443238659,3.8665916485798846,6.8221972161932944,7.971256146078889,1
5.553785040682386,2.8075700813647715,9.746214959317614,1.1,4.792429918635229,6.9651401627295435,1
5.8,3.8,9.103135646159238,4.596864353840763,0.7,7.729384226671339,1
5.3,3.8901447311228177,9.8,0.3216815915298006,4.688173677347382,6.32,1
5.272876007389202,1.7791782836030854,9.252054290992286,1.516713134412341,6.179178283603085,6.746848861893058,1
5.560025174388043,1.3200503487760864,8.239974825611958,4.040016782925362,4.839932868298551,6.930012587194022,1
5.142835729643467,3.7750187365619663,9.382145533794567,5.117854466205433,0.5821455337945666,7.441072766897284,1
5.830549221570375,0.2958238323555624,9.273626946074062,3.569450778429625,5.030549221570375,7.53890155685925,1
5.9,0.7570903313719641,8.042909668628036,2.4523634437906545,6.847636556209345,6.794364502942054,1
5.790055860724065,3.6298324178278034,8.469608974931543,1.460223442896262,4.650279303620327,7.254145237882571,1
5.654096685400328,3.6513655618001093,6.502731123600218,2.4674894100993994,5.724317219099945,7.189206952250136,1
5.605586852298961,1.3277733068144342,8.827773306814434,3.1833199204433025,5.055546613628868,6.7855546613628865,1
5.243291059568114,2.2567089404318854,8.843291059568115,5.343291059568114,2.3134178808637715,6.644101037428594,1
5.101868081259805,1.084890067716504,7.466043972913399,2.283021986456699,8.064175891653592,7.041510993228349,1
5.9,0.538310117771073,8.261689882228927,2.3794367059236907,6.920563294076309,7.122534823343391,1
5.566808513657064,0.7336170273141293,9.532765945371741,3.6676595955994524,4.499148918057612,7.679319134446089,1
5.8,3.8,9.177009422750508,4.522990577249493,0.7,7.793408166383774,1
5.2,2.2534261348694935,8.224111361843391,0.187944319078304,8.13451818420881,6.326573865130507,1
5.362198508887328,3.827435072964784,7.95183209073944,3.3,3.5585343274084478,7.046345076146483,1
5.001300192351073,3.2908986535424845,8.497399615297853,4.405200769404295,2.805200769404294,7.174019115185061,1
5.382898293829107,0.04275426542723404,9.765796587658214,4.408550853085447,4.4,7.131116109011081,1
5.479211374485398,0.8792113744853973,7.516845497941588,3.5792113744853973,6.54552037860222,6.49483905185257,1
5.507959661162146,3.605306440774764,8.31061288154953,5.0,1.5761210165135624,7.156102406890979,1
5.23628708701796,2.127004804562858,8.38185645649102,1.5181435435089798,6.736708108419183,7.232658378316164,1
5.083391687806062,1.5166083121939384,6.241695843903031,4.566433248775754,6.591870907321216,7.636748362928486,1
5.25785754494075,2.1264273651777494,8.6842849101185,5.24214245505925,2.689287724703751,6.925002814585251,1
5.421465657784605,0.2,6.232198486676908,0.9892671711076975,11.15706868443079,6.946543539132276,1
5.281744356173844,0.41825564382615593,9.981744356173845,1.9817443561738441,6.3365112876523115,6.274766931478467,1
5.434181735169788,1.0392721461885133,7.5,0.1683634703395752,9.858182648302122,6.934655068430338,1
5.725942343343129,2.377827030029388,9.455654060058777,3.4221729699706125,3.0184035965980955,7.185144141642177,1
5.075938481633454,1.5240615183665467,6.237969240816727,4.596246073466187,6.5657846857170865,7.626313874286835,1
5.481941011497039,2.2458230344911154,9.081941011497038,3.9132064597603655,3.277088482754442,6.988894381604738,1
5.446387271835425,1.3927745436708494,6.3,1.5,9.360838184493726,6.982471090284797,1
5.42551065529052,0.812074453924567,8.26173401706422,5.4,4.100680873720693,8.379727650511724,1
5.218117669561751,3.3590588347808756,9.840941165219125,1.1543530086852556,4.427529321752992,6.434635262613547,1
5.765614154255594,1.5135669734036137,8.331228308511188,0.36561415425559407,8.02397640957401,7.380631507446644,1
5.387225305827063,3.7819367354323417,6.643612652913531,4.551098776691747,3.636126529135317,7.018063264567658,1
5.552767120229041,3.617786303816767,7.111660272137425,1.1116602721374247,6.606126031679342,7.77667945572515,1
5.325773346518922,3.520618677215137,6.915464007911353,3.2845359920886468,4.953607976265941,7.02309280158227,1
5.852721158831953,3.4581634764958564,7.3,4.394557682336096,2.9945576823360955,7.301989912072721,1
5.9,2.0140113175766454,6.8738981418101925,1.012090540613162,8.2,7.5448362162452645,1
5.9,2.6789192144612524,8.573693595179583,3.99477438071833,2.852612809640835,7.472360444097355,1
5.3462293594748544,1.5,6.556284400875243,1.7050275207001946,8.892458718949708,6.47155138212698,1
5.042179109242364,0.5894552226894091,6.547276113447046,3.4472761134470455,8.373813441174137,7.226326866386354,1
5.879985525594732,3.3401013208368795,9.759971051189464,1.2799131535683892,3.740028948810537,6.707947892141034,1
5.157478649553076,1.4,9.41730784597769,3.170085401787693,4.85512810268154,6.339059781251385,1
5.106740792496035,3.282024553343906,9.9,0.8067407924960353,4.904493861664024,6.59438267291997,1
5.534338679692473,3.473132264061505,6.519396792184516,1.1806032078154838,7.292529056246022,6.638793584369032,1
5.583346314135653,2.0874707931947802,9.854163421466087,1.2833463141356534,5.191673157067826,6.427922183507652,1
5.4,0.6900434659478443,6.1,2.8733043560347706,8.936652178017386,6.8809087215095275,1
5.671056157283399,3.9,9.65157753708664,0.6710561572833988,4.106310148346561,6.39421123145668,1
5.35574242962913,3.430321962963588,7.902450748149023,4.269678037036412,3.0418068222218473,6.90369053259238,1
5.8,1.8834930236799299,8.0,3.6155488342404905,4.700958142079579,7.2169860473598595,1
5.5,2.6906413084221317,6.396880436140711,1.1984402180703553,8.214038037366802,6.8888907569989755,1
5.157707054690806,0.6731211640724173,9.689723927078926,1.4474309817697313,7.0320168723881205,7.155494632548006,1
5.865664142830339,0.348496214245509,9.185839642924151,3.5343358571696606,5.0656641428303395,7.4686717143393215,1
5.454461465303874,3.6089229306077475,6.572769267348063,1.0183078020441894,7.345538534696127,6.9361536632596845,1
5.6889655940715205,2.6036781353094933,6.01103440592848,0.59448279703576,9.101839067654746,7.280138069328736,1
5.091429880656049,1.2885884485286487,8.9342804773758,3.4599908354076505,5.225710358031851,6.472575618099359,1
5.023550216578029,0.6,7.7,4.117574241976901,6.558875541445071,6.567100433156056,1
5.1,0.14234835244857466,7.496438467140023,4.9,6.361213180411403,7.222954942654276,1
5.290377911725118,0.6,7.035566867587677,3.2096220882748825,7.864433132412324,6.842508714757347,1
5.5,3.4445821997484205,8.78916439949684,1.166253400754738,5.1,6.359595802767372,1
5.8,2.6,9.934857961164814,2.955994271846305,2.7091477669888815,6.860568155340745,1
5.697845082224321,1.0808192625950412,6.636206557034239,5.26810327851712,5.31702581962928,7.577414098669186,1
5.258715745647879,1.9555051097675777,8.97935787282394,2.9238527630563618,4.882568508704241,6.704770552611272,1
5.5,3.303298748597544,9.598900417134152,3.597800834268304,2.0,6.875271793676854,1
5.81368856300688,1.9231970670619267,8.0,4.158934310979358,4.104180058951835,7.0363114369931195,1
5.439992543260758,2.239992543260758,9.81999627163038,3.040011185108863,3.460007456739242,6.978007829576204,1
5.724334046537509,0.5630549612187423,7.813498930193736,5.4,4.499112062050012,8.220355175179995,1
5.640258689782969,2.4792239306510924,9.24025868978297,3.5,3.140258689782969,6.981164104023361,1
5.660051686043365,2.960051686043365,7.379896627913269,4.979638197696443,3.020361802303557,7.209793255826539,1
5.433985330181498,3.332518337273128,7.765525672182378,4.367481662726872,3.1004889976361234,6.936943765327136,1
5.8123143606882754,1.63507425572469,9.66492574427531,0.7649257442753101,6.122759895036415,7.167537127862345,1
5.382882389184992,0.8171176108150081,8.874323583777489,5.034235221630016,3.891441194592496,7.859911637852528,1
5.1,0.22563115746762197,7.325631157467622,4.564983580086341,6.7837541049784145,7.421190989231652,1
5.676627705649899,0.6233722943501004,9.76168614717505,3.9701168830503017,3.9681969697746484,6.78038398265513,1
5.41513416422627,3.5367576063020136,9.348108229471716,5.151891770528284,0.5481082294717162,7.424054114735858,1
5.690606806644989,2.018786386710022,7.3,5.409393193355012,3.581213613289978,6.56737740770677,1
5.616628336875608,2.916628336875608,7.466743326248784,5.283601641870745,2.7163983581292555,7.383486652497568,1
5.742820169855823,1.0642302547837335,7.3357697452162665,1.926196638357363,7.930983191786815,7.581261341109674,1
5.475160399622462,0.8751603996224621,7.608279866792512,3.5917201332074873,6.449679200755076,6.4613993339625635,1
5.3,2.2,7.160315210946639,5.3,4.039684789053361,6.827793523373528,1
5.298139643872529,0.4509301780637358,9.801860356127472,1.7282556232230752,6.720814198713189,6.4954650890318675,1
5.861070438595802,0.49464780702098826,9.777859122808396,1.3274930701706165,6.538929561404197,6.8532845263149635,1
5.21339187896879,0.24434686838534994,7.45356751587516,2.85982436309363,8.22886937367707,8.450559835386688,1
5.8,3.5865963701210304,8.91340362987897,5.07113454329299,0.6288654567070101,7.387113454329299,1
5.312381637926302,1.8280954094815756,9.087618362073698,1.5719045905184246,6.2,6.846096129304192,1
5.810863485313048,1.5485608578115875,8.140575656875365,0.340575656875365,8.159424343124636,7.620575656875365,1
5.056640464029689,2.3566404640296894,6.869921392089069,1.8433595359703103,7.873438143881241,6.883202320148448,1
5.20478991956018,3.6380252010995497,9.514369758680541,1.30478991956018,4.3380252010995495,6.491378144791676,1
5.232734233072529,1.8645698157538537,8.966367116536265,3.001797300782411,4.9345315338549405,6.619460809765276,1
5.412634052135049,3.806317026067524,6.474731895729903,0.5873659478649516,7.718951078202573,7.878426617303859,1
5.46045674167385,3.219771629163075,7.839543258326151,0.8871995319528247,6.5930288388841,7.625462743474258,1
5.414023848563697,3.664482113577227,9.121494037859076,4.314023848563697,1.4859761514363026,6.142988075718151,1
5.6937633729877435,0.11559156753064234,9.606236627012256,3.684408432469358,4.9,7.8062366270122565,1
5.826226404429982,2.9049056177199297,7.8098112354398594,3.742641573420105,3.7164151689901224,7.6937735955700175,1
5.719015586140051,3.0785233792100763,9.283445448509822,0.9214766207899237,4.997538965350127,7.179753896535013,1
5.005142581348425,1.7794296746062999,9.184572255954723,3.4,4.63085548809055,6.752571290674212,1
5.449636624720124,3.5,6.498546498880494,3.848183123600618,4.703633752798764,7.209345924496223,1
5.620947145324934,1.6612628604332442,7.561262860433245,3.6984214244584446,5.458105709350134,7.2812628604332446,1
5.266848778163393,1.0994536655098235,8.033697556326786,5.566302443673216,4.033697556326784,7.359344398611788,1
5.8,3.8083648814983286,7.2,2.885456101872911,4.30617901662876,7.102908779625418,1
5.8467008734331145,2.6065982531337717,6.689340174686623,1.2786803493732457,7.578680349373245,6.755329912656689,1
5.684972443652838,2.667624003562228,6.7,4.192486221826419,4.754917330958515,7.25375688908679,1
5.745637751240721,0.6640943781018016,9.063086746277838,1.0543622487592792,7.47281887562036,7.002551004962882,1
5.39909826324124,2.29909826324124,7.24954913162062,5.448647394861859,3.603606947035041,6.733331786996294,1
5.368840239642774,2.244201198213868,6.2,2.455798801786132,7.731159760357227,6.8151467298933,1
5.78696546772075,2.1304482015811237,7.21303453227925,5.4,3.469551798418876,6.723930935441499,1
5.226079390028268,3.8246402033239106,9.626079390028268,4.346402033239107,0.9767989833804467,7.728831247701531,1
5.73617953646516,2.35426930469774,9.17337162237194,3.60853860939548,3.12764092706968,7.28617953646516,1
5.7,0.6,8.60029206051551,3.859883175793796,5.239824763690693,7.5357546691669715,1
5.191591058743672,1.9137124704019013,6.408408941256328,2.716817882512656,7.769469647085443,6.8792498353819616,1
5.245570972554007,2.0544290274459924,8.572785486277004,5.063927431385019,3.0632870823379776,7.051270014917423,1
5.459023066686909,1.7639077332523652,8.763907733252365,4.495115333434544,3.5180461333738173,6.813080053228075,1
5.180486948470014,1.0,8.6,5.6751234927539755,3.5443895587760106,7.0110232940416175,1
5.0,3.481683585334673,8.954208963336683,3.8549492439959803,2.7091582073326634,6.607696706195779,1
5.566925430184897,0.6834627150924485,9.766925430184898,4.224805927361327,3.7578804971764304,6.91059397707897,1
5.127363726183792,2.8547274523675843,6.976863232172934,3.3726362738162075,5.66840931545948,6.297886520821637,1
5.6,0.21990505847167902,6.480094941528321,0.9298575877075186,10.770142412292483,7.508957276312255,1
5.089201154591591,1.9553994227042044,7.412204041070568,0.8985948043378399,8.644600577295796,6.691079884540841,1
5.881486707116138,0.28148670711613805,8.574053171535448,2.3925664644193096,6.870406949812966,7.535539878651586,1
5.762570284213507,0.4,8.437429715786493,4.82904952631082,4.570950473689179,7.269274435794045,1
5.3,2.2,7.187294583587641,5.3,4.012705416412359,6.638937914886514,1
5.659002397768606,1.2196674659228683,7.207110045436175,2.0071100454361757,7.907110045436175,7.218411723874199,1
5.480656114786145,1.7547510817108403,7.83868777042771,2.903280573930725,6.02262445914458,7.186165178794278,1
5.265878336671071,0.8023649899867847,7.629391683355358,1.597635010013215,8.70472997997357,6.763783983978856,1
5.061544687096429,1.6769106258071411,9.384634061289288,3.2769106258071408,4.6,6.586906579194462,1
5.3904826090608084,3.2547586954695955,7.954758695469596,0.7754021742173403,6.62459782578266,7.601112608780856,1
5.3,1.6750331991140814,7.675033199114082,2.6749004026577556,6.675033199114082,6.35,1
5.8021150072713725,0.39576998545725617,8.397884992728628,4.257402525449802,5.146827489092942,7.405558484730119,1
5.32212094418196,3.5,6.7672743349082385,3.3663628325458808,5.044241888363921,7.04212094418196,1
5.8,3.792600804797988,9.3,4.4098655936026825,0.6975336015993294,7.8938340039983235,1
5.005594066031339,0.47762373587464535,7.672029669843306,4.144752528250709,6.7,7.661539582096582,1
5.89605731886315,2.231541449094805,9.9,5.5763439131788965,0.39605731886314943,7.781075130543117,1
5.541115034503138,0.48223006900627535,6.129442482748431,1.3527875862578442,10.49442482748431,7.44446013801255,1
5.392524831741567,1.8149503365168669,9.507475168258434,0.6,6.685049663483134,7.158055430421269,1
5.9,1.3638849309745331,8.272230138050933,0.41805753451273336,8.0458273964618,7.611381368851613,1
5.813589046110526,2.9160273847236855,8.043205476944737,3.5975616613868406,3.629616430834211,7.274041077085528,1
5.416902340482392,2.2338046809647834,9.749292978552825,3.1338046809647833,3.466195319035217,7.001407425469369,1
5.4169729892928995,1.1203675871514793,6.71018379357574,4.666054021414201,6.08642160856568,7.0,1
5.660515946550632,2.8,8.442063786202528,2.109226080174052,4.988194187072788,7.195277674829115,1
5.3,1.7215905955764694,6.229734900737255,2.85946980147451,7.889204702211765,7.230549331253333,1
5.237801902311735,1.0621980976882652,9.792439619537653,5.3,2.6075603804623473,7.118043424161122,1
5.314470877417316,1.0913174735496103,9.511576701933853,1.3855291225826838,6.697105824516537,6.974211649033074,1
5.872133244556717,3.411146702177313,6.333440106531939,1.427866755443283,6.955413191290747,6.182165276516299,1
5.1,2.3896856866629856,8.405157156668508,4.747421421665746,3.357735735002761,6.656905705998895,1
5.789634120791451,2.486204265098931,6.741387204703206,1.3689786745053434,7.6137957349010685,6.798285072153741,1
5.584454939853507,1.5378197594140282,8.215545060146493,4.253364819560521,4.408815421025451,7.220928771443327,1
5.363820094648651,3.3808995267567443,6.672359810702698,0.7914602839459534,7.791460283945953,6.927662966872973,1
5.582891547415067,3.848674642245203,8.382891547415069,5.082891547415067,1.1026507155095935,7.6059035107828725,1
5.211102290414648,3.5962992365284507,6.314803053886197,4.003700763471549,4.874094655699156,7.059251908678873,1
5.040373012151795,0.4596269878482053,7.61925397569641,4.1,6.78074602430359,7.615403180557128,1
5.14600176745754,2.6389938138986078,7.238005302372621,3.492003534915081,5.484995581356148,6.1878976139323205,1
5.372340131466367,1.9517732456890884,9.612056688577727,0.6241133771554558,6.43971655711136,6.1562405809283245,1
5.130781280651683,2.7923046798370788,6.5846093596741575,0.36925788146628824,9.12304679837079,6.270789113075278,1
5.221484489648744,2.95185561206093,7.157031020702512,0.8214844896487441,7.84814438793907,7.9620020305129025,1
5.067974992753613,1.5320250072463868,6.233987496376806,4.628100028985547,6.537912474637646,7.615164989855058,1
5.137616614235619,3.244953354305752,8.63761661423562,4.455046645694248,2.5247667715287614,7.246055974833097,1
5.4326781703994715,1.2215723910412692,9.219606902239683,0.09346436592010576,8.032678170399471,6.736992648607725,1
5.2,0.16847096621693897,9.105412898650817,0.731529033783061,8.794587101349183,6.923883864867756,1
5.5,1.1302543538123313,7.369745646187669,3.8302543538123315,6.169745646187669,6.5857831347448785,1
5.3,1.0790723164838965,6.4883491516449325,1.3744338989033782,9.758144632967793,6.930226440438648,1
5.263750500586414,3.868124749706793,6.772498998827173,0.804374249120379,7.291251501759242,8.088436623973775,1
5.862589137643701,0.2251782752874018,8.612232587068897,2.4870543117814954,6.812945688218504,7.300427860689765,1
5.279815576234669,1.754391099294475,9.5,3.331586648941712,4.134206675529144,7.148689986706285,1
5.2,2.0926905505458437,8.43841368118177,0.522550492999465,7.7463452752729225,6.226096417418123,1
5.5,2.23977568485218,6.246591894950727,1.1232959474753634,8.89033647272173,7.317213099390429,1
5.504880156311308,0.587799609221731,9.795119843688694,3.212200390778269,4.9,7.995119843688692,1
5.712990112609907,2.974019774780186,7.338970337829721,4.596079099120744,3.377940675659442,7.137033754486377,1
5.106380823255116,1.7148885875952709,6.493619176744883,2.8872383534897677,7.797873058914961,6.972981094419373,1
5.7,1.6751789963894805,9.77494033453684,1.95011933092632,4.89976133814736,6.8814439127552705,1
5.2057874268054425,2.094212573194558,8.552893713402721,4.964468567013606,3.182637719583673,6.927941023096871,1
5.4695338492564485,1.4121864602974208,7.045160928661606,4.148745841189683,5.924372920594842,6.825089903100457,1
5.819513294309466,3.559756647154733,8.380486705690535,0.9804867056905339,5.259756647154733,6.9698174853660495,1
5.499380233160001,3.3012395336799973,6.600619766839999,1.0995868221066676,7.499173644213335,8.150103294473334,1
5.235071181545171,1.0,7.264928818454829,1.2246440922741448,9.275355907725855,7.094028472618069,1
5.3,1.6767188288931127,7.6767188288931125,2.669843513320662,6.6767188288931125,6.35,1
5.3215447308873935,3.859806908639076,9.11864836047353,5.059806908639076,0.6401930913609242,7.421864836047353,1
5.7,3.6560373139088274,7.408049751878436,1.3560373139088273,5.879875620303909,7.901672140223733,1
5.074498907356326,0.6,7.7,3.939253824252859,6.686247268390815,6.668997814712652,1
5.101058308650929,0.9621031342559017,8.688426020069564,5.962103134255901,3.2863094027677047,6.700416581937394,1
5.796816693839859,0.7920417345996476,9.893633387679719,0.903183306160141,6.614324877720634,6.777930850995909,1
5.523172658613548,0.8609640483187109,8.6,5.1,3.9158632930677406,7.3273093655458075,1
5.441776678216733,1.0,8.4253300346502,5.216446643566533,3.916446643566533,7.862497245552826,1
5.684271400455414,0.5106785011385351,9.247185798633758,1.115728599544586,7.442135700227707,6.757085601821656,1
5.6212746904766675,2.2737582301588892,9.431208849205555,3.3950329206355567,3.278725309523333,7.189643929365445,1
5.576122285423169,3.5955108583073208,6.932855997962188,2.3477554291536604,5.547755429153661,6.429082859326226,1
5.277905177373721,3.3889525886868603,9.81104741131314,1.3337155321211631,4.188379290505115,6.35093275167679,1
5.412773294584466,2.2226889211796115,8.151764489651457,0.1709244315281553,8.04184886305631,6.382134629855242,1
5.756380504172959,1.2287238991654081,8.772343394992449,0.3851044033383673,7.857447798330816,7.133401384840632,1
5.140738375908802,3.640738375908802,8.577784872273595,4.011107563863202,2.6296308120455993,7.063695072067127,1
5.376639224895009,2.2831961244750447,6.2,2.4168038755249546,7.723360775104991,6.773812108056452,1
5.1,0.19579068103636382,7.870534767254547,4.9,5.93367455170909,7.062627956890909,1
5.598212606526658,0.5089369673667069,8.403574786946683,5.198212606526659,4.291063032633293,7.154825962378022,1
5.395088955894413,2.3987722389736033,6.206138805131984,2.2950889558944123,7.704911044105588,6.649386119486802,1
5.4994411936151035,0.18555462674717246,8.843336119758483,2.2427773133735864,7.228890746505655,7.193886566867931,1
5.8,2.6,9.938432664715968,2.930971346988223,2.730595988295809,6.846269341136127,1
5.339823641346535,1.464070543461386,6.811682554423763,4.356282173845544,6.028141086922772,7.0170610108071285,1
5.743650777573013,3.1309523327190387,7.3,4.612698444853974,3.212698444853974,7.122023782995471,1
5.594996118395022,3.8849883551850675,8.394996118395023,5.094996118395022,1.030023289629865,7.672478651172624,1
5.564096495675335,1.6640964956753344,7.8,3.0854619942337793,5.886345014415552,7.307686846107801,1
5.673176699306322,2.491058899768774,6.017882200462452,2.9374122983814184,6.880469902081034,6.285764400924903,1
5.358241922421508,3.7912096121075356,7.708790387892464,3.850548465470957,3.2912096121075356,6.647032310313971,1
5.060440846218918,3.951647323024866,8.387911830756217,5.0,1.6,7.237911830756216,1
5.294473202229141,2.0613124156039873,9.044214382166873,2.811053595541718,4.788946404458282,6.654576730254049,1
5.4,2.2793386398751174,9.5,0.4402204533749609,6.3804409067499215,7.25,1
5.615976583236788,1.1226822778421415,8.068046833526425,4.115976583236788,5.077317722157859,6.938658861078929,1
5.816703394609207,1.6,9.783296605390793,1.3830762377355474,5.416923762264452,6.625231386038007,1
5.696467450454791,2.8088313738630233,9.7,4.000883137386302,1.7938180382958837,7.155917020488226,1
5.653665659723312,2.869501510415033,9.537829809031589,4.139003020830066,1.8,7.2125513593735295,1
5.205726822586487,1.4541854193081005,6.857268225864874,1.888546354827025,8.594273177413513,5.987224346812169,1
5.624823324496184,3.6401413404030527,9.540141340403054,0.23503533510076316,4.959858659596947,6.826724386214047,1
5.660773679487886,2.417678961536342,9.260773679487887,3.5,3.1607736794878862,7.073481557695486,1
5.9,1.3025377022033016,8.394924595593396,0.44873114889834914,7.953806553304952,7.494821634186273,1
5.823066981171776,1.7846650941411206,7.8153349058588795,0.32306698117177585,8.253866037656449,6.964522924897516,1
5.664694393598898,2.405819164793941,6.052958409601652,0.7588752288049574,9.117652803200551,7.250572151038457,1
5.789756895464913,2.7204862090701756,6.677951379092982,1.255902758185965,7.555902758185964,6.761024310453509,1
5.581356173785574,0.5118629572865527,8.6,5.1,4.206780868927873,7.094575304857702,1
5.110207763216623,3.9118337894267015,8.377958447356676,5.0,1.6,7.227958447356675,1
5.794962422249981,2.65012525916673,6.1700250518333455,5.024937370416636,4.359949896333307,6.912040082933354,1
5.711568535312679,0.5884314646873207,8.534705605938038,3.8768629293746413,5.288431464687321,7.607274611156053,1
5.296910263014081,2.2845513150704053,9.306179473971838,2.9154486849295944,4.1969102630140815,7.054634605478878,1
5.841892942481714,0.1697284690219446,9.418650119474398,0.011621411503657433,8.558107057518287,6.914920095579519,1
5.6,0.5711009132780851,6.128899086721915,1.4566513699171277,10.243348630082872,7.666995410975138,1
5.402036870941426,3.9994907822646435,7.498472346793931,3.5969446935878615,3.503055306412139,6.4830553064121395,1
5.782610475078052,3.652168574765846,8.52172667445364,1.430441900312205,4.613052375390256,7.234787235202933,1
5.3,3.6584968075610633,9.218872605670798,5.603757981097341,0.21887260567079764,7.096242018902659,1
5.7274715427112275,1.0483523048591818,7.845056914577546,4.2274715427112275,5.151647695140818,6.9758238475704095,1
5.5303979381946204,3.4823876291677243,6.569602061805379,1.0088061854161379,7.408806185416138,7.8916175253457235,1
5.3,3.492337543803913,6.092337543803913,5.153831228098044,3.96149368429413,7.519188479611124,1
5.826333249996248,3.6,8.3,5.244749937497185,1.0289168125065675,7.419224931246904,1
5.422444057183666,2.2204475425306716,7.955111885632668,2.6122202859183306,5.789776228734664,6.994065388706098,1
5.434290568893574,0.6014358533403608,7.798564146659639,1.9776182385177377,8.188091192588688,8.172609742953984,1
5.561092326868025,0.6926051154213173,7.2,3.5536974422893413,6.992605115421317,7.112924142193917,1
5.337175973936681,3.35929399348417,8.781412013031659,1.4221180195474892,5.1,7.134942045610807,1
5.448051724702687,2.516017241567562,6.574025862351344,4.619913792162189,4.841991379216219,7.111428448586477,1
5.3,0.663405265040898,7.726810530081796,1.7091486837397754,8.60063552113753,6.6,1
5.3,3.8122539137369618,9.663238258789114,4.210285223632657,1.0142226038412665,7.805295303515646,1
5.746879991482259,2.6,9.787519965929034,2.765600042588706,3.1,6.653120008517741,1
5.138854476384841,2.6445820944606346,6.651805968513122,0.3129514921282804,9.251805968513121,6.266625371661809,1
5.544500768052409,2.2111251920131023,7.210998463895182,5.155625960065511,3.877749615973795,7.3388748079868975,1
5.691130299645951,2.760086348406778,9.713304550531074,4.026609101062148,1.8088697003540495,7.146895604876083,1
5.886212761726545,2.713787238273455,7.94485104690618,3.9,3.55514895309382,7.056161734705603,1
5.457145177582537,2.32856446725239,9.638096785055025,1.4142903551650732,5.161903214944976,6.735238714022009,1
5.572379009680489,2.5689516038721956,9.703427405808293,1.0586693864473151,5.096572594191707,6.8337701463891225,1
5.644914262939086,0.7101714741218279,9.220342948243657,3.810171474121828,4.614399840573602,7.376274358594925,1
5.117397351982282,2.7391092680620126,7.152192055946846,3.434794703964564,5.556506620044295,6.226513574823919,1
5.71830935738586,3.0774640360787906,9.285917249149488,0.9225359639212096,4.995773393464651,7.179577339346466,1
5.788193444896306,1.1236131102073883,7.676386889792612,2.388193444896306,7.023613110207388,6.736529177145172,1
5.30780302700826,2.4259753783760325,6.922073864871902,1.6701231081198369,7.674024621623968,7.009086175683885,1
5.827657988631142,3.6,8.261710056844294,1.7489218976802734,4.5617100568442925,7.091925677308238,1
5.396700588063016,3.5528869854448604,9.350412426492124,5.149587573507877,0.5504124264921229,7.425206213246062,1
5.708104621590765,0.5837907568184704,8.475686135227706,3.9243138647722944,5.308104621590765,7.585960589318788,1
5.166054960584943,0.3201832019498113,7.089908399025094,4.855963359610038,6.567890078830113,7.272935879317566,1
5.709955258195758,1.0149328872936363,7.385067112706364,1.9316741236340405,7.9583706181702025,7.644252421791465,1
5.52283925784709,2.07716074215291,6.22283925784709,1.03148222645873,9.145678515694179,7.438580371076455,1
5.810724148429261,0.41903446876098505,9.670241382809753,1.570241382809754,6.529758617190247,6.9119034468760985,1
5.446602568909782,3.2504853472986026,8.949514652701398,1.2038827783888206,5.149514652701398,7.376698715545109,1
5.29611731546533,1.6961173154653297,9.60388268453467,0.340293288663324,7.063589395871347,7.317523744947536,1
5.5445553292042895,3.2070932339211797,9.603796107670242,5.24455532920429,0.4,7.740759221534049,1
5.382468096592516,2.2175319034074854,9.712340482962576,3.06493619318503,3.6227233238523957,7.025259571022245,1
5.769561841580439,3.2086855247413157,7.3,4.560876316839122,3.1608763168391225,7.164777038607723,1
5.367801615255907,2.4746113067913447,9.532198384744094,0.3965951542322809,6.228793538976374,6.853959867647648,1
5.217134018002104,0.7302804108012627,7.656573196399579,3.9394391783974747,6.456573196399579,6.4765731963995785,1
5.606811308067769,2.6465943459661156,6.480108481050827,1.226702827016942,8.039783037898346,6.845286324877975,1
5.312137001364484,1.9606850068224209,6.2,2.7393149931775786,7.787862998635515,7.115673892768234,1
5.259485204321385,2.0176834194462354,7.301286989196536,5.340514795678614,4.081029591357229,6.641158290276882,1
5.2683096330683155,0.6683096330683149,7.529225917329213,3.5,7.034154816534158,6.872183256852179,1
5.9,2.074709135452879,6.955174518728272,0.9597673083623033,8.110349037456544,7.387936296820682,1
5.1,2.6265411598080397,7.880564780863822,3.3132705799040196,5.079623479424119,6.570898854355127,1
5.445818511642482,1.0125088930145105,9.32501778602902,1.2833451906860138,6.933309618627972,7.0499928855883915,1
5.283701332836367,1.9859093298545705,9.130389337309062,2.8325973343272652,4.767402665672734,6.605026131047289,1
